ANN_IMPST,TIPO_DICH_ACCERT,FLG_PRES_ADESIONE,INNESCO,TIPO_CONTROLLO,TIPOLOGIA_CON,FLG_PRES_RICORSO,SETT_IMP,PESO,PESO_ADESIONE,AFFIDABILITA,SOLVIBILITA,STATO_CONTROLLO,FL_CONDONO,RIM_DA_RES_AUT,RIMB_NON_CONC,RIMB_NON_CONC_DEF,RIMB_NON_CONC_AUT,CREDITO_NON_RIC_AUT,DEBITO_IMPOSTA_AUT,IVA_OP_IMPON_DIC,CREDITI_IVA_DIC,VOL_AFF_DICH,VOL_ACC_DEF,DETR_IVA_DIC,DETR_IVA_ACC,FLG_PRES_RISCOSS,INDAGINE_BANCARIA,MAG_IMP_IRPEF_ACC,MAG_IMP_IRPEF_DEF,MAG_IMP_RIT_ACC,MAG_IMP_RIT_DEF,DEBITI_IVA_DIC,COD_MOD_DICH,COD_CLASSE_VOLUME,IMP_BEN_AMM,IMP_BEN_NO_AMM,IMP_BENI_ALTRI,IMP_INTRA_IMPOST,IMP_IMPOR_IMPON,IMP_IMPOR_IMPOST,IMP_ESPORTAZ,IMP_OPER_INT,IMP_VE_OPESEN,IMP_OPER_NOIMP,IMP_CESS_BENI,IMP_VE_VOLAFF,IMP_ACQ_NOIMP,IMP_ACQ_ESENTI,IMP_ACQ_NODETR,IMP_OPER,IMP_IVA_DEB,IMP_CREDAP_COMP,IMP_CRED_AP,IMP_VERS_PERIOD,IMP_CONSUM_IMPON,IMP_SOGG_IVA_IMPON,IMP_V_AGG_IMPON,IMP_V_AGG_IVA,VAL_ALIQ_M_VOL_IMP,VAL_ALIQ_M_ACQ_IMP,VAL_ALIQ_MEDIA_VOL,VAL_ALIQ_MEDIA_ACQ,FLG_PRES_BILANCIO,COD_NATURA_GIUR,COD_STATO_DOC,COD_DIR_REG,FLG_VC,FLG_RF,FLG_FC,COD_ATTIV_GEN,IMP_UTIL_CONTEC,IMP_PERD_CONTEC,IMP_RIM_FINALI,IMP_ESISTZ,IMP_IMPST_NETTA,IMP_ECC_PREC,IMP_ECC_PREC_F24,IMP_IMPST_DEBITO,IMP_IMPST_CREDIT,cod_uff_prov_gen,cod_uff_ann_gen,imp_ricavi_comp_attiv,imp_tot_pos,imp_sps_prest_lavoro,imp_tot_neg,imp_redd_lrd_attiv,imp_redd_imp_attiv,VAR_CREDITO,VAR_RIMBORSO,VAR_DETRAZIONE,VAR_VOL_AFF_POS,VAR_VOL_AFF_NEG,CNR_S_AND_EXT_Obi
2004,3,0,2,1,8,0,4,18,0,4,4,3,0,0,0,0,0,0,0,-231382,212645,6955245,0,1089276,1082265,0,0,0,0,0,0,0,6,5,304852,147586,2187577,0,0,0,0,0,0,3136,0,6955245,1400,2465,32140,0,876631,150769,169506,0,0,6952109,734721,701852,12.61,17.52,12.6,17.42,1,2,2,917,0,1,0,8,58868,0,0,0,57262,0,0,19672,0,BA,BA,6973110,0,1234418,0,173551,173521,231382,0,231382,7831876,0,0
2004,3,0,1,1,2,0,4,53,0,3,3,3,0,0,0,0,0,0,0,-135917,6667,2244361,0,161573,161573,0,0,0,0,0,0,0,6,4,69615,0,457692,0,0,0,0,0,0,0,5000,2244361,0,22,4227,0,154906,92128,221378,0,1810752,438609,868670,859421,6.89,11.7,6.9,11.67,1,2,2,909,0,1,0,8,33559,0,0,0,25154,0,0,0,2041,RE,RE,2242502,0,79009,0,76225,76225,135917,0,135917,2404267,5000,0
2003,3,1,2,1,1,0,4,65,48,3,3,19,0,0,0,0,0,0,0,-57902,57759,41515938,42115745,3283802,3283802,1,0,0,0,0,0,0,6,7,17000,195013,1905508,0,28890400,2746700,777476,529747,69944,428,0,41515938,164171,23765480,35525,3160108,3226043,26107,26250,0,0,0,-16094108,897450,20,19.99,0.16,8.08,1,3,2,901,1,1,0,3,56360,0,0,0,0,472,0,0,472,AL,AL,41621719,0,376363,0,105532,105532,57902,0,57902,41581873,0,0
2004,3,0,2,1,1,0,4,30,0,3,3,20,0,0,0,0,0,0,0,-138997,374173,5760277,5760277,892803,892723,1,0,0,0,0,0,0,6,5,57316,41033,1636199,552,7849,1570,476257,130281,4651,0,4500,5760277,2298,1904,83501,14540,518630,45541,45541,0,0,2520452,-1949208,1202914,20,19.97,8.75,19.59,1,2,2,904,0,1,0,6,135636,0,0,0,0,215,215,0,372,BS,BS,5756628,0,1130272,0,255970,255970,138997,0,138997,6268867,4500,0
2003,3,0,1,1,8,0,3,18,0,3,3,20,0,0,0,0,0,0,0,-407233,407233,5898213,5898213,897950,910783,1,0,0,0,0,0,0,6,5,38520,54754,1157836,452822,285880,6552,1425145,790556,0,21109,0,5898213,45004,1535,4517,211258,490717,73393,73393,0,0,0,-3222247,164849,20,19.44,4.74,15.66,1,3,2,907,1,1,0,6,0,554159,0,0,0,322,322,0,1,BL,BL,5840492,0,470903,0,-541183,-541183,407233,0,407233,6177672,0,0
2002,2,1,1,1,2,0,4,54,16,3,3,19,0,0,0,0,0,0,0,-4055,2247,47771,75758,0,0,1,0,0,0,0,0,0,5,2,0,0,8530,0,0,0,0,0,0,0,0,47771,0,0,0,0,2180,1533,3341,0,0,0,9156,9156,4.56,11.46,4.56,11.46,0,24,2,901,0,0,1,2,0,0,0,0,0,0,0,0,0,AL,AL,34469,38560,0,28050,10510,10510,4055,0,4056,49951,0,0
2003,3,1,2,1,1,0,4,20,29,3,3,19,0,0,0,0,0,0,0,-2468,992,4246124,4246124,9138,8526,1,0,0,0,0,0,0,I,4,54753,4818,2038666,30,0,0,0,0,0,4758,0,4246124,818364,387599,48819,1199,8146,477097,478493,80,0,0,-9741,1830696,19.06,19.79,0.16,0.38,1,2,2,903,1,0,0,5,0,707586,0,0,0,8271,0,0,8271,SP,SP,461424,0,1077938,0,-650551,-650551,2468,0,2468,4253071,0,0
2001,2,0,1,1,1,0,4,12.25,0,0,0,29,3,0,0,0,0,0,0,-5721,1699,25119,0,0,0,0,0,0,0,0,0,0,5,1,1766,6120,6523,0,0,0,0,0,0,0,0,25119,0,0,7,0,2532,564,4586,0,0,0,1957,1950,10.08,18.27,10.08,18.26,0,24,2,907,0,0,0,12,0,0,909,788,0,0,0,0,0,TV,TV,24917,26147,0,26729,-582,-582,5721,0,5721,27651,0,0
2004,2,1,1,1,A,0,4,53,0,3,3,2,0,0,0,0,0,0,0,-5293,10633,1004649,0,89560,89560,0,0,0,0,0,0,0,5,4,32478,172324,138190,0,0,0,0,609720,0,3306,108,1004649,0,1623,3352,581,78927,4858,4858,1980,0,391731,-56102,551841,20,20,7.8,19.78,0,25,2,911,0,1,0,6,40677,0,0,0,0,0,0,0,0,FI,FI,993931,0,421470,0,71295,71295,5293,0,5293,1083103,108,0
2000,2,0,1,1,2,0,4,0,0,0,0,29,3,0,0,0,0,0,0,-11717.89,2140.71,268370.11,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,268370,3025,0,11199,0,41905,0,9577,0,0,0,-91707,-48834,19.83,16.55,15.61,15.8,0,23,2,907,0,0,0,1,0,0,0,0,0,0,0,0,0,TV,TV,0,0,0,0,0,0,11718,5165,6553,310275,0,0
2001,3,0,1,1,1,0,3,12,0,3,3,30,9,0,0,0,0,0,0,-24094.26,221208.3,4614469.57,0,0,0,0,0,0,0,0,0,0,6,4,29762,12935,640918,8807,458612,0,520054,0,0,0,0,4614470,67528,462537,2735,0,49028,0,0,0,0,0,-3879845,32502,5.66,6.67,0.21,5.9,1,2,2,901,0,1,0,2,37850,0,0,0,27308,0,0,26877,0,VC,VC,5319715,0,33755,0,75856,75856,59353,46909,12444,4624061,0,0
2004,3,0,2,1,2,0,4,20,0,3,3,3,0,0,0,0,0,0,0,-31788,31788,1081302,0,232400,231060,0,0,0,0,0,0,0,6,4,0,0,1729463,0,0,0,0,42838,0,0,0,1081302,0,1192,142,0,200612,0,0,0,489257,549207,-689665,-648161,19.32,13.45,18.55,13.44,1,2,2,917,0,1,0,2,4883,0,0,0,6717,0,0,6717,0,FG,FG,1276401,0,190061,0,20356,20356,0,0,0,1281914,0,0
2000,3,0,1,1,1,0,9,53,0,0,0,17,0,0,0,0,0,0,0,-258.23,258.23,0,0,0,0,0,0,0,0,0,0,0,6,1,1291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1291,-1291,0,19.98,0,19.98,1,2,2,913,0,1,0,8,0,323,0,0,0,0,0,0,33,RM,RM,0,0,0,0,-323,-323,258,0,258,0,0,0
2000,2,0,2,1,3,1,4,8,0,3,3,10,0,0,0,0,0,0,0,-3135.41,3135.41,1807998.37,0,0,0,0,0,0,0,0,0,0,5,4,32293,0,341843,0,0,0,0,0,0,0,0,1807998,97081,666,4633,0,40215,11067,11067,0,0,0,5487,437911,4.85,5.25,2.22,3.16,0,24,2,920,1,1,0,10,703,0,0,0,0,0,0,0,0,SR,SR,0,0,0,0,703,703,3135,0,3135,1848214,0,0
2004,2,0,2,1,1,1,5,20,0,2,2,10,0,0,0,0,0,0,0,-68780,17368,637240,0,50924,50924,0,0,0,0,0,0,0,5,4,63681,0,55629,0,0,0,0,0,0,0,2000,637240,0,115,355,0,33556,30056,81468,0,636740,2500,241406,238936,5.25,12.8,5.27,12.79,0,24,2,904,0,1,0,8,35553,0,0,0,0,0,0,0,0,BG,BG,512317,0,47622,0,41142,41142,68780,0,68781,672796,2000,0
2001,2,1,1,1,3,0,4,35,0,3,3,3,0,0,0,0,0,0,0,-1834.45,1834.45,116561.22,0,0,0,0,0,0,0,0,0,0,5,2,13751,0,3676,0,0,0,0,0,0,0,0,116561,0,0,0,0,23123,0,0,0,0,0,-8226,-8226,19.84,20,19.84,20,0,25,2,914,0,0,0,6,0,0,20400,0,0,0,0,0,0,SA,SA,116620,138791,587,139484,-694,-694,947,0,947,139684,0,0
2002,2,1,1,1,1,0,4,35,0,3,3,20,0,0,0,0,0,0,0,-5811,4021,117358,118441,0,0,1,0,0,0,0,0,0,5,2,974,0,4619,0,0,0,0,0,0,0,0,117358,7,190,0,0,23472,694,2364,121,0,0,-21260,-21457,20,19.83,20,19.81,0,24,2,920,0,1,1,11,10709,0,0,0,0,0,0,0,0,AG,AG,117358,0,0,0,11873,11873,5811,0,5811,140830,0,0
2003,3,1,2,1,2,1,4,30,0,2,2,10,0,0,0,0,0,0,0,-140453,59940,7222081,0,1395620,1360258,0,0,0,0,0,0,0,6,5,31598,16633,108227,0,0,0,0,0,180368,0,0,7222081,203352,36231,5776,0,1335680,0,80513,0,0,0,-118901,-1693,19.47,20,18.49,19.32,1,2,2,915,0,1,0,9,0,43832,0,0,0,0,0,0,22037,AQ,AQ,7198581,0,397127,0,-21783,-21783,140453,0,140453,8557750,0,0
2002,3,1,1,1,1,0,4,164,36,2,2,19,0,0,0,0,0,0,0,-153235,85255,6119409,6119409,0,0,1,0,0,0,0,0,0,6,5,1020147,113133,1988050,53144,448477,89695,1084,233750,90085,0,0,6119409,839,14445,1860,0,1167582,0,118,67980,0,0,-693602,-163527,20,19.99,18.21,19.94,1,2,2,909,0,1,0,10,27041,0,0,0,0,0,0,0,109779,PC,PC,5986153,0,965681,0,-1162829,-1162829,153353,0,153235,7233847,0,0
2001,3,0,1,1,1,0,4,106,0,3,3,2,0,0,0,0,0,0,0,-8246.78,7999.92,5832292.5,0,0,0,0,0,0,0,0,0,0,6,5,22394,117808,506953,0,0,0,0,0,620,0,258,5832293,0,30890,809,0,647393,0,0,247,0,0,337734,306398,11.1,11.93,11.1,11.86,1,2,3,911,0,1,0,11,0,537491,0,0,0,687,687,0,512,PT,PT,5700178,0,700996,0,-497932,-497932,4280,0,4280,6479943,258,0
2000,2,1,1,1,A,0,5,35,0,3,3,3,0,0,0,0,0,0,0,-1884.03,1434.72,68451.2,0,0,0,0,0,0,0,0,0,0,5,2,1937,0,7597,0,0,0,0,0,0,0,0,68451,0,655,0,0,6847,0,449,0,0,0,9131,8476,10,13.96,10,13.81,0,24,2,917,0,0,0,12,0,0,5165,1549,0,0,0,0,0,BA,BA,68468,73643,0,61696,11947,11947,1884,0,1884,75297,0,0
2001,2,1,1,1,A,1,5,35,0,3,3,10,0,0,0,0,0,0,0,-3961.74,3398.8,15158.01,0,0,0,0,0,0,0,0,0,0,5,1,9246,0,2206,0,0,0,0,0,0,0,0,15158,0,0,427,0,656,0,563,0,0,0,-17039,-5589,20,19.96,4.33,19.54,0,25,2,913,0,0,0,17,0,0,0,5839,0,0,0,0,0,RM,RM,35816,35816,5991,28068,7748,7748,2046,0,2046,15815,0,0
2002,3,0,1,1,1,0,4,53,0,3,5,21,0,0,0,0,0,0,0,-6479,6394,296112,296112,0,0,0,0,0,0,0,0,0,6,3,16753,0,55390,0,0,0,0,118264,0,67993,0,296112,117035,0,824,0,21971,0,85,0,0,0,-31968,-2447,20,20,7.42,9.5,1,2,2,909,0,1,0,6,15173,0,0,0,5746,0,0,5746,0,RE,RE,296112,0,0,0,15960,15960,6479,0,6479,318083,0,0
2002,3,0,1,1,3,0,3,18,0,3,3,21,0,0,0,0,0,0,0,-3177,5096,482511,523835,0,0,0,0,0,0,0,0,0,6,3,67761,0,91471,0,0,0,0,0,0,0,0,482511,0,1823,25891,0,49166,31315,26850,2571,0,0,113757,86043,10.19,14.71,10.19,13.69,1,2,2,901,0,1,0,12,5496,0,0,0,0,0,0,0,0,TO,TO,482511,0,95672,0,-5157,-5157,3176,0,3176,531678,0,0
2003,3,0,1,1,1,0,4,106,0,3,4,20,0,0,0,0,0,0,0,-639948,1136966,19503400,19508736,2756918,2756918,1,0,0,0,0,0,0,6,6,156711,81132,2264065,121690,0,0,0,12002244,41750,1205,38036,19503400,0,112,92164,121690,1619952,516457,481248,0,0,0,-6382126,5532761,19.99,19.86,7.68,19.73,1,2,2,909,0,1,0,6,317254,0,0,0,329392,7088,7088,105756,0,BO,BO,19406782,0,3836575,0,972806,972806,604612,123491,516457,21039697,38036,0
2004,2,1,1,1,2,0,4,54,0,3,3,3,0,0,0,0,0,0,0,-1711,1711,99746,0,7759,7759,0,0,0,0,0,0,0,5,2,0,0,10279,0,0,0,0,0,0,0,50,99746,0,0,40,0,6048,1374,1374,0,99796,0,37396,37306,6.06,12.43,6.06,12.43,0,24,2,910,0,0,0,11,0,0,63343,58613,0,0,0,0,0,AN,AN,99746,163139,0,132472,30667,30667,1711,0,1711,105844,50,0
2005,3,0,1,1,2,0,4,176,0,3,3,2,0,0,0,0,0,0,0,-522214,64853,53516677,0,2482675,2482675,0,0,0,0,0,0,0,6,8,942102,161383,16822526,479254,6241337,1179,43553176,0,72321,1239,0,53516677,207911,39029,97197,479254,2417822,400000,857361,0,1433,9691422,-3253565,17126807,20,19.18,3.62,6.82,0,3,0,901,1,1,0,3,458172,0,0,0,773024,0,0,0,319142,TO,TO,52360021,0,15937489,0,2342498,2342498,522214,0,522214,55455245,0,0
2001,2,1,1,1,1,0,5,35,16,3,3,19,0,0,0,0,0,0,0,-4431.72,481.85,36655.01,42362.89,0,0,1,0,0,0,0,0,0,5,2,869,0,3470,0,0,0,0,0,0,0,0,36655,0,0,0,0,7084,0,3950,0,0,0,-2258,-1173,19.92,20,19.33,20,0,24,2,917,0,0,0,11,0,0,16621,16010,0,0,0,0,0,LE,LE,37828,54450,0,54685,-236,-236,2289,0,1030,43739,0,0
2003,3,0,1,1,2,0,4,53,0,3,3,21,0,0,0,0,0,0,0,-14073,14073,199001,212491,38649,38649,0,0,0,0,0,0,0,6,3,60840,0,1916,0,0,0,0,0,0,0,0,199001,0,0,0,0,24576,0,0,0,0,0,-73541,-73541,12.35,14.18,12.35,14.18,1,2,2,917,0,1,0,11,2551,0,0,0,1320,0,0,1320,0,LE,LE,198102,0,7329,0,3883,3883,14073,0,14073,223576,0,0
2002,3,0,2,1,1,0,4,0,0,0,0,29,2,0,0,0,0,0,0,-73464,126253,2678920,0,0,0,0,0,0,0,0,0,0,6,4,9928,0,161234,0,0,0,7632,0,0,0,0,2678920,0,1527,1995,0,107173,0,0,0,0,0,505873,546929,4.07,10.97,4,10.95,0,2,2,914,0,1,0,2,0,5808,0,0,17505,6596,0,10844,0,SA,SA,2676391,0,388754,0,48626,48626,0,0,0,2786093,0,0
2003,3,1,1,1,3,0,4,82,24,3,3,19,0,0,0,0,0,0,0,-44042,44042,701250,718590,72003,72003,1,0,0,0,0,0,0,6,4,1524,0,64050,0,0,0,0,0,2231,0,0,701250,0,0,377,0,27961,0,0,0,0,0,26026,27880,4,10.7,3.99,10.69,1,2,2,910,0,1,0,8,0,5750,0,0,2032,0,0,0,33140,MC,MC,772723,0,25713,0,5976,5976,44042,0,44042,729211,0,0
2004,3,1,1,1,1,0,4,35,0,3,3,2,0,0,0,0,0,0,0,-4957,3626,83676,0,16591,14581,0,0,0,0,0,0,0,6,2,3250,0,44742,0,0,0,0,0,0,0,0,83676,0,0,0,0,12965,1071,2341,0,20937,62439,-15424,-15124,15.55,16.79,15.49,16.79,1,2,2,917,0,1,0,11,0,693,0,0,0,0,0,0,0,LE,LE,83480,0,22833,0,-1374,-1374,4896,0,4957,96640,0,0
2001,3,0,1,1,2,1,4,35,0,2,2,12,0,0,422.98,0,0,0,0,-808.26,684.82,1921.22,0,0,0,0,0,0,0,0,0,0,6,1,0,0,5494,0,0,0,0,0,0,0,0,1921,0,0,0,0,384,0,123,0,0,0,-3573,-3573,19.99,19.46,19.99,19.46,1,4,2,921,0,1,0,19,0,77,0,0,0,0,0,0,0,CA,CA,159,0,0,0,-77,-77,417,417,0,2305,0,0
2003,3,1,1,1,1,1,3,36,0,3,3,12,0,0,0,0,0,0,0,-214268,173535,15242010,0,2732638,2732638,0,0,0,0,0,0,0,6,6,109214,0,2152420,0,0,0,0,172823,31687,0,28462,15242010,1402928,53127,6715,0,2559103,0,0,0,0,0,-820791,115348,19.93,20,16.79,18.07,0,2,2,911,0,1,0,9,7939,0,0,0,60214,0,0,57600,0,FI,FI,15883470,0,855753,0,184254,184254,0,0,0,17829565,28462,0
2004,2,0,2,1,3,0,4,8,0,3,3,3,0,0,0,0,0,0,0,-10131,1879,0,0,1879,1879,0,0,0,0,0,0,0,5,1,0,0,8902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,8619,0,0,0,-9396,-9396,0,20,0,20,0,25,2,909,0,0,0,18,0,0,644654,544906,0,0,0,0,0,RN,RN,27000,671747,0,669312,2435,2435,10131,0,10131,0,0,0
2003,3,1,2,1,1,0,4,30,38,2,2,19,0,0,0,0,0,0,0,-1554547,849922,14210756,14210756,2298245,2284595,1,0,0,0,0,0,0,6,6,0,0,11112,0,0,0,0,0,35362,0,0,14210756,54485,0,0,0,1448323,167658,872283,0,0,0,-7984499,-6609880,11.33,11.07,10.19,11.04,1,2,2,913,0,1,0,16,333777,0,0,0,225993,0,0,191015,0,RM,RM,10513347,0,0,0,664684,664684,1554547,0,1566574,15659079,0,0
2003,3,0,1,1,1,0,4,53,0,3,3,21,0,0,0,0,0,0,0,-135941,134918,698922,709993,264571,264571,0,0,0,0,0,0,0,6,4,848276,0,266989,0,0,0,0,0,0,0,10000,698922,0,1253,40869,0,129653,23867,24890,0,0,0,-616538,-668660,18.29,19.96,18.55,19.35,1,2,2,919,0,1,0,8,2107,0,0,0,11321,0,0,10476,0,CS,CS,698922,0,176847,0,33297,33297,135941,0,135940,838575,10000,0
2003,2,0,1,1,1,0,A,72,0,3,3,20,0,0,0,0,0,0,0,-3766,46,182728,182728,18331,18194,1,0,0,0,546,546,0,5,2,3351,0,27177,0,0,0,0,0,0,0,0,182728,0,0,1429,0,18285,0,3748,0,0,0,65296,63867,10.01,15.61,10.01,15.42,0,25,2,901,0,0,1,12,0,0,14738,10531,0,0,0,0,0,TO,TO,157461,201494,43127,204512,-3018,-3018,3766,0,3766,201010,0,0
2004,3,1,2,1,1,1,4,30,0,2,2,12,0,0,0,0,0,0,0,-18667,123667,7085826,0,565903,554130,0,0,0,0,0,0,0,6,5,398594,377711,1582473,77045,197736,371,5056761,40071,3840,0,127090,7085826,102365,2295,18226,77045,442236,116183,116181,0,0,1827650,-1044501,1699001,19.98,19.7,5.15,10.51,1,2,2,908,1,1,0,3,96596,0,0,0,68541,0,0,420,0,UD,UD,6954196,0,1387698,0,207700,207700,18665,0,18667,7578107,127090,0
2003,2,0,1,1,1,1,4,53,0,2,3,11,0,0,0,0,0,0,0,-1868,1587,256558,0,12141,12141,0,0,0,0,0,0,0,5,3,1299,0,6098,0,0,0,0,0,0,0,0,256558,0,2793,0,0,10554,1396,1677,0,0,0,-14130,-16923,4.11,4.49,4.11,4.44,0,25,2,904,0,1,0,11,14012,0,0,0,0,0,0,0,0,CO,CO,257353,0,0,0,15467,15467,1868,0,1868,267112,0,0
2000,3,0,1,1,1,0,3,36,0,2,2,20,0,0,0,0,0,0,0,-1358759.37,1453358.26,16342859.73,16342859.73,0,0,1,0,0,0,0,0,0,6,6,6464491,42535,1512048,66085,0,0,0,3143381,0,322,5458,16342860,29145,424524,54144,0,1093282,163630,163630,0,0,0,-7875163,-3079536,20,19.86,6.05,13.11,1,3,2,904,1,1,0,6,1021853,0,0,0,271621,53144,53144,0,331271,CO,CO,16097993,0,1246650,0,1429583,1429583,1358759,842302,516457,17337706,5458,0
2001,2,0,1,1,3,1,5,35,0,3,3,10,0,0,0,0,0,0,0,-10941,7614,95521,0,0,0,0,0,0,0,0,0,0,5,2,1661,0,47865,0,0,0,0,0,0,0,0,95521,0,0,0,0,9583,6939,10266,0,0,0,-14030,-14030,10.03,15.7,10.03,15.7,0,24,2,910,0,1,0,12,0,31255,0,0,0,0,0,0,0,AN,AN,95203,0,0,0,-33485,-33485,10941,0,10941,105104,0,0
2004,3,0,1,1,3,0,4,35,0,3,3,2,0,0,0,0,0,0,0,-8462,5036,522429,0,109522,98669,0,0,0,0,0,0,0,6,4,165,0,77319,0,0,0,0,0,0,0,0,522429,0,0,311,0,104486,3021,6447,0,424157,98272,-25253,-25564,20,20,20,19.99,1,2,2,913,0,1,0,10,125,0,0,0,1111,0,0,256,0,RM,RM,495144,0,39550,0,3367,3367,8462,0,8462,626915,0,0
2000,3,0,1,1,3,0,4,53,0,3,3,3,0,0,0,0,0,0,0,-9158.33,9158.33,0,0,0,0,0,0,0,0,0,0,0,6,1,90245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-90245,-90245,0,10.15,0,10.15,1,2,2,,0,1,0,1,0,2068,0,0,0,0,0,0,0,RM,ZZ,0,0,0,0,-2068,-2068,9158,0,9158,0,0,0
2003,3,1,2,1,1,0,9,48,38,3,3,19,0,0,0,0,0,0,0,-306363,306363,8647961,8647961,1286602,1284300,1,0,0,0,8077,0,0,6,5,463128,204227,593834,54231,45920,9184,0,4005018,0,26799,7960,8647961,85,193,384,55418,980239,288324,288322,0,0,0,-1866750,2156445,20,19.82,10.69,19.82,1,3,2,907,0,1,0,6,434510,0,0,0,268111,0,0,0,100606,VI,VI,8564418,0,1345471,0,834194,834194,306361,0,306363,9580742,7960,0
2001,3,0,1,1,1,1,3,22,0,1,1,10,0,0,0,0,0,0,0,-536.08,536.08,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2822,-2822,0,18.99,0,18.99,1,2,2,911,0,1,0,8,0,1296,0,0,0,0,0,0,0,PT,PT,120966,0,0,0,-944,-944,277,0,277,0,0,0
2001,3,1,1,1,2,0,1,39.75,24,1,1,19,3,0,0,0,0,0,0,-52368.21,46396.42,2361455.27,2379727.52,0,0,1,0,0,0,0,0,0,6,4,48113,11386,194792,0,0,0,0,722087,0,0,7747,2361455,0,625,2839,0,328844,42370,48342,0,0,0,-237387,476384,20,19.94,13.93,19.91,1,2,2,911,0,1,0,6,74411,0,0,0,52091,0,0,18983,0,AR,AR,2324000,0,200352,0,149109,149109,27046,0,27046,2698047,7747,0
2000,3,0,1,1,8,0,3,18,0,3,4,21,0,0,0,0,0,0,0,-760.74,760.74,684830.63,1294258.55,0,0,0,0,0,0,0,0,0,6,4,0,0,32635,0,0,0,0,0,0,376652,0,684831,224096,294215,0,0,6499,0,0,0,0,0,-3803,34625,20,20,0.95,1.12,1,2,2,907,0,1,0,9,91718,0,0,0,33935,0,0,33935,0,TV,TV,684831,0,0,0,91718,91718,761,0,761,691330,0,0
2005,3,0,2,1,3,0,4,8,0,3,3,3,0,0,0,0,0,0,0,-312537,235543,13681042,0,2972099,2972099,0,0,0,0,0,0,0,6,6,725262,103352,1767916,4825,0,0,0,0,13560,0,333,13681042,0,32924,60797,4825,2736556,0,42740,34254,0,13668898,-1200146,-1281723,19.99,19.99,19.97,19.86,0,3,0,911,0,1,0,11,60462,0,0,0,83435,0,0,7438,0,SI,SI,14234536,0,1379205,0,252833,252833,312537,0,312537,16413108,333,0
2003,2,0,1,1,3,0,3,12,0,1,1,20,0,0,0,0,0,0,0,-16205,7251,1246599,1246599,58640,58640,1,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,1246599,0,0,0,0,51389,360,3314,0,0,0,50086,50086,4.12,4.9,4.12,4.9,0,25,3,917,0,1,1,10,9854,0,0,0,0,0,0,0,0,FG,FG,0,0,0,0,9854,9854,10205,10205,0,1297988,0,0
2002,2,0,1,1,2,0,3,12,0,3,3,20,0,0,0,0,0,0,0,-252,252,0,5346,0,0,1,0,0,0,0,0,0,5,1,0,0,1258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,799,799,0,0,0,-1258,-1258,0,20.03,0,20.03,0,25,2,917,0,1,0,9,0,1624,0,0,0,0,0,0,0,LE,LE,0,0,0,0,0,0,252,0,252,0,0,0
2003,3,1,2,1,1,0,4,45,48,2,2,19,0,0,0,0,0,0,0,-1635334,1095561,122511278,122511278,10235731,10233531,1,0,0,0,0,0,0,6,8,3734899,11664938,29634258,1716441,9087425,86983,33211033,9796882,521852,2970457,560786,122511278,174731,116375,458530,2001018,9140170,500000,1039773,0,0,0,-16485668,20354864,19.99,19.61,5.83,10.02,1,3,2,901,1,1,0,6,0,2829654,0,0,0,63716,63716,0,82077,TO,TO,124853331,0,21653400,0,-1779063,-1779063,1635334,700000,935334,130211216,560786,0
2003,3,0,2,1,1,0,4,45,0,2,3,20,0,0,0,0,0,0,0,-576779,576779,37444087,37444087,1169051,1168608,1,0,0,0,0,0,0,6,7,192338,2464425,16498921,10889,11822,2364,0,2670,26331,0,0,37444087,6978491,41183,700790,156577,592272,342275,342275,0,0,0,-3669568,18288403,20,19.99,1.16,6.1,1,2,2,904,1,1,0,13,0,506714,0,0,237080,584523,0,0,348552,BG,BG,32050254,0,16111088,0,763798,763798,576779,0,576779,37879782,0,0
2001,3,0,2,1,1,0,3,45,0,0,0,17,4,0,0,0,0,0,0,-20511212.28,13089985.38,349907431.3,0,0,0,0,0,0,0,0,0,0,6,8,29855740,6605808,244001776,0,0,0,0,66149,84245,30189,-1310,349907431,0,643656,1233232,0,35348575,516457,7937684,0,0,0,51186983,54255246,10.25,16.49,10.1,16.38,1,3,2,917,0,1,0,7,5117123,0,0,0,10420366,0,14,0,1507391,BA,BA,335741491,0,82684777,0,31574414,31519189,10593157,7746853,2846303,389257045,4001848,0
2000,3,0,2,1,1,0,9,26,0,2,3,21,0,0,0,0,0,0,0,-1668.67,1668.67,300597.54,302676.28,0,0,0,0,0,0,2724.83,2724.83,0,6,3,31794,0,15314,0,0,0,0,264267,0,0,2014,300598,2585,250,0,0,7669,2675,2675,0,0,0,-8343,251075,20,20,2.55,18.86,1,2,2,914,0,1,0,3,224,0,0,0,6845,0,0,6845,0,AV,AV,300598,0,273383,0,18499,18499,1669,0,1669,310280,2014,0
